Names,Call,Category,GTIRT17,start_time,end_time,count
OPERATOR:,so you can is it like sort of ash ash and stuff you can see coming out of the windows,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,yeah i can see that you know fire things you know fly over basically i can see all the smoke and the orange colour,Fire,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,it will is there any smoke inside your flat,Smoke,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,yeah i have smoke,Smoke,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,you ve got some smoke in the flat,Smoke,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,and the smoke yeah and now i have one side of the window i try to open and get the fresh air now other wise i can feel it inside the smell quite bad it come through the entrance,Smoke,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,it will smell quite bad are you able have you blocked up the doorways the gaps under the bottom of the door,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,yeah yes we,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,have you blocked them up with some bedding or,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,yeah yes i did i did,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,yeah are you can you get as far away from the door as you can into another room,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,i have no i have one living room only and the inaudible i can see the smoke and the,Smoke,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,i know,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,and the fire falling on the inaudible,Fire,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,i just need you to stay calm for me you re doing really well,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,inaudible to cry,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,it s okay that s fine the crews do know you re there i promise,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,could you please inaudible you have to go inaudible okay hi,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,are you okay,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,yeah inaudible otherwise no one recognise,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,they do know you re there i promise they do know tell him the fire engine is coming there s twenty five fire engines outside can you see the fire engines now all right can you speak to me then,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,i m here sorry yes sorry i m here,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,it s okay can you see the fire engines now,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,i can see fireman and er and er also above there s some helicopters there,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,right so you can see the fire crews,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,you re burning,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,but you can you can see them yeah,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,inaudible,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,it s okay you re doing really well,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,oh thank you thank you thank you,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,are you okay,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,yes sorry i inaudible children inaudible,People,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,oh right okay can you hear anybody outside the flat any crews any firefighters,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,sorry,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,can you hear any of the firefighters outside,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,yeah i can see i can see firefighter outside,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,right they do know you re there i promise they do,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,thank you so much,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,they know that there s five there s five of you in flat nine and you re on the third floor,Flat,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,yes i am,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,is that right,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,yes ma am thank you so much for the support,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,they know they know that you need a wheelchair as well,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,inaudible you know children and inaudible,People,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,are they okay are the children okay,People,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,yes children are fine but you know they know i can t go downstairs,People,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,it s okay the crews the crews know that you you need some help getting down the stairs,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,it s just the just the children are basically worrying they notice i can t go downstairs,People,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,okay tell em not to worry that the fire crews will get you out don t worry,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,oh thank you thank you so much for your help,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,it s okay it s okay cos what they ve got to do is they ve got to check the flats on each floor so they will get to you,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,i am okay i am okay in the door,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,are they knocking,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,hold on hold on someone knocking someone knocking,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,someone knocking right okay that ll be the fire crews,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
CALLER:,mummy going mummy going hold on fireman came sorry,People,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,okay all right goon i m glad you re safe bye bye,none,GTIRT17-00567,2017-06-14 01:36:23,2017-06-14 02:06:56,343
OPERATOR:,fire brigade,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,sir please help us it s getting worse we re in the ninety five s people are inaudible on the landings i don t know what to do i ve got two young children in here,Flat,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right you re on the twelfth floor,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yes please send overspeaking,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah i was speaking overspeaking i ve already let the crews know exactly where you are okay we re getting to you as quick as we can are you still inside your flat,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah can you tell them to come for me now because everyone is leaving it s getting it s banging and everything it s corn i can hear it on my wall next door please i can hear the fire on the wall next door from the kitchen,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right see in the corridor is there smoke in your main corridor is it bad,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah the whole flat the whole flat it s black,Smoke,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,okay but outside your flat is there heavy smoke there would you be able to get to another flat is there anybody,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,no no it s black out there i ve heard people on the inaudible outside on the landing screaming now,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,what s gone on what was the banging,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,it s coming in the window now it s burning our windows it s like an explosion or something,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah we re going to get to you as soon as we can,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,can t you send them now,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah inaudible four,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,no we re in twelfth please number twelfth floor,Floor,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah i know where you are you re on the twelfth floor,Floor,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah but there s a fire next door on the twelfth floor we re gonna be burnt,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah i know there s a fire in flat ninety six and you re in flat number ninety five,Flat,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah but they re not putting it out they re putting out the one downstairs,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,okay but we ve made them aware that there s a fire on the twelfth floor as well,Floor,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,please tell them to come to me sir i just want to get out my kids please,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,okay are you staying down low below the smoke,Smoke,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,i can hear it on my walls burning,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah are you staying low below the smoke,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah i m low but i ve got to keep checking the room the fire s not in the flat in the flat oh the wall s are boiling hot please sir there s two,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah okay right are you in the room furthest away,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah but i ve got to keep checking the room near the front door because,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,okay right well we ve got firefighters,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,overspeaking it s on the landing,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,what s on the landing,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,it s outside please please it s outside my door please,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right the fire is outside your door now,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yes yes please,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,okay right we re coming to you as soon as we can okay we ve got firefighters coming up to you,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,oh please send them now,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,i m begging you,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah so we ve got a lot a lot of firefighters there and they re coming to you right how many children have you got in there with you,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,two,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,two what age are they,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,eight and twelve,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right how are they,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,not good,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right are they below the smoke as well are they staying down low,Smoke,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah it s bad we need to get out should i leave will i go down the stairs,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,okay the fire in your flat is it,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah overspeaking,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,overspeaking the window,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah i ve got to get out it s outside in the landing i ve got to get out,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right where are you gonna go,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,into the stairs are they no i can t there s a fire out there please please i m begging you to send someone to me now just to get me me and my daughters to get us to that staircase,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah okay we re coming to you as quick as we can okay,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,oh man no i can t i can t stay in here sir please send them,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah well i already have i already have they re coming to you as quick as they can,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,can you not try again just one more time,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah i m talking to the people on the radio they re talking to them,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,right you told me if it gets worse to call back and i am,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,sorry,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,you told me if it gets worse to call back and i am i need to get out,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah i know,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,i can t,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right so you just need to try and keep calm okay we re going to get to you as quick as we can now,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,okay overspeaking,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,can you pyt any can you get a wet cloth and keep it over your mouth,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,girls put some wet flannels over your mouth,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,get a inaudible towel or something,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,put wet towels over your mouth right what s all this banging i want to get out,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah the police are there as well and they ve got loads of ambulances everybody s there and we re gonna get to you as soon as we can okay,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,okay,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,i know this is stressfulfor you,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,oh please get them here i don t know what to do i don t want to put the phone down because i think i ve losttheconnection then,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,no don t put the phone down just stay on the line with me okay,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah oh man this is okay girls get down low i keep checking that front door,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,you need to keep them calm as possible okay,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah but it s getting worse i can t breathe oh man it s we have to get out i can t,Smoke,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right have you any other way out,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,no no we just have to get to that staircase i need oxygen masks inaudible to put this fire out and we ll get down the stairs because it s meant to be facing the staircase they say,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,okay but if there s smoke in the staircase as well you re not going to be able to see what you re going,Smoke,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,no well can they put the fire out in ninety six then because it s it s really bad it s,Flat,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah we re going to do that okay they know where the fire is they know there s a fire there and we re going to get them up to you okay,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,did you tell them it s on the twelfth floor,Floor,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah you re flat ninety five on the twelfth floor and the fire s in flat 96 as well we ve told them okay,Flat,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,okay can i stay on the line still though,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah yeah stay on the line with me,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,okay,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,okay what s the smoke like now is it staying the same is it getting better is it getting worse,Smoke,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,no it s not getting better i saw water coming out on the fourth floor,Floor,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,but is there anything else you can use to cover up your doors to stop any more smoke coming in,Smoke,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,i ve used loads of towels water and everything but it s coming through windows i ve got air vents that s how all the fires are starting they re coming through bits of ember,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,there s bits of ember coming trough the air vents,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah someone s just shouted out the whole left side is on fire of the building,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,okay well we are dealing with as best as quick as we can okay and we re gota whole lot more fire engines on the way to you as well you ve got half of london fire brigade coming to you at the minute,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,are we safe in here though,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,look as safe as you can be yes we re going to get to you as soon as we can,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,please i ve got to stay on the phone because i can hear the fire next door near the front door and if that happens then we re trapped because we re on the twelfth floor,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,well you re doing well you re staying calm which is good that s what you need to do control your breathing just as well,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah i really need to get out i ll look out the front door through the spy hole oh you can t even see nothing oh there s explosions now,Smoke,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,what s exploding,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,it s in the kitchen next door i don t know maybe the gas i ve got to get out please now did you hear that bang,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah i think what s inaudible banged i think it s in the kitchen i need to get outwith my children inaudible my children,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right we need to keep them calm anyway okay are they staying down low yeah,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,oh it s underneath us now it s on the it s downstairs again now right underneath us on the eleventh floor,Floor,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,what s downstairs,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,another fire on the eleventh floor it s rising they ve blocked off the a40 as well because there s so much things going over to the motorway on the a oh it s underneath us now please have an update what s happening please inaudible air breathe,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,try and stay as calm as you can okay we re gonna get you,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah but it s been twenty minutes sir,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,i know but you re on the because you re so high up but we are coming to you,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah but can you just get one huh they re trapped downstairs now oh no oh this is bad this is bad this is bad please don t send someone please there s innocent going to get burnt here please look look there s a fireman there downstairs i m not opening the window because of the embers look there s two firemen standing down there can t you talk to them two,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,where s two firemen,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,one in the white they re in the white hat downstairs,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,oh yeah on the ground floor,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,on the street,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah okay see the boys in the white they re in charge they re the ones that are making all the decisions,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,help,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,they re telling everybody where you are they re actually the ones we re talking to,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,but it s too late,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,what s too late,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,it s coming it s underneath now oh we re gonna be,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,okay you just speak try and stay as calm we know where you are,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,stay stay down girls,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,telling you the same thing but that s what we need you to do,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,i know but inaudible don t go out don t open that door where are you,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,keep them away from the door,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,sorry no we re just checking erm so i ve,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right what s the smoke like now is it still the same,Smoke,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,it s worse it s worse you ve got to send them now,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,it s getting worse is it,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah please it s next door now yeah like i said it s it s gone to i think it s gone to the bedroom there s things falling down and everything the cladding has fallen off please i just want to get inaudible that s bad out there please are they here i can hear it,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right what s the sound what are you hearing,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,like in the walls it s burning i can hear it,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,you can hear the burning in the flat next door,Fire,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah i ve got to get out you ve got to stay away from that window in case it goes oh look we ve got please just send them inaudible we re gonna have to get out i know i know but we ve got the firemen aren t coming love i m not gonna die please please,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right we re gonna be with you soon okay we re making our way as soon as we can,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,yeah but if there s a fire on this floor shouldn t they behere now,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah we re making our way there as we speak they re making their way there okay we ve got forty fire engines with you,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,i know but they re not helping us sir,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,yeah that s what they re trying to do they re coming to you,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,it started on the fourth it s gone to the sixteenth it s gone,Floor,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,we ve got we ve got quite a few people in the same situation we re working to get them all okay,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,mmm yeah but,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,what s it like in there now,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,it s it s bad it s bad,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,right is there any area of your flat that s better than others you need to go there,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,no i just the sitting room i don t want to leave my girls there because if this room sets on fire near the front door we re gonna have to run,People,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,what is it,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
CALLER:,oh it s stuff falling out of the window please get us out please i don t want to die like this,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
OPERATOR:,now look we re gonna get to you okay it s gonna be all right,none,GTIRT17-00569,2017-06-14 01:54:14,2017-06-14 02:34:14,474
